state,bill_id,bill_number,title,date,status,session,link
AR,1983736,SB307,To Amend The Law Concerning Public Utilities; To Create The Generating Arkansas Jobs Act Of 2025; And To Declare An Emergency.,2025-02-25,4,95th General Assembly (2025 Regular),https://legiscan.com/AR/bill/1983736
AR,1982557,HB1572,To Create A Technical Feasibility Study On New Nuclear Energy Generation; And To Declare An Emergency.,2025-02-25,4,95th General Assembly (2025 Regular),https://legiscan.com/AR/bill/1982557
MT,1981102,HB685,Feasibility allowance for nondegradation policy,2025-02-24,4,2025 Regular Session,https://legiscan.com/MT/bill/1981102
TX,1981366,HB3228,Relating to the inclusion of certain provisions in lease agreements for wind or solar power facilities.,2025-02-24,4,89th Legislature Regular Session,https://legiscan.com/TX/bill/1981366
TX,1981270,HB3229,Relating to recycling of certain renewable energy components; authorizing an administrative penalty.,2025-02-24,4,89th Legislature Regular Session,https://legiscan.com/TX/bill/1981270
MT,1981527,SB445,Create transparency in energy economics,2025-02-24,6,2025 Regular Session,https://legiscan.com/MT/bill/1981527
MS,1981997,SB3169,"Economic development incentives; repeal/remove certain credits, exemptions and payments overlapping with mFlex.",2025-02-24,6,2025 Regular Session,https://legiscan.com/MS/bill/1981997
WI,1981989,AJR11,Honoring the life and public service of Representative Jim Soletski.,2025-02-24,2,2025-2026 Regular Session,https://legiscan.com/WI/bill/1981989
WI,1981854,AB59,The use of federal capitalization grant funds for lead service line replacement. (FE),2025-02-24,1,2025-2026 Regular Session,https://legiscan.com/WI/bill/1981854
MT,1979517,SB406,Establishing utility energy conservation efficiency standards,2025-02-21,6,2025 Regular Session,https://legiscan.com/MT/bill/1979517
MT,1979893,HB647,Prohibit state land leases to nonprofits,2025-02-21,6,2025 Regular Session,https://legiscan.com/MT/bill/1979893
MT,1979874,HB650,Revise bonding laws to include broadband projects,2025-02-21,4,2025 Regular Session,https://legiscan.com/MT/bill/1979874
MT,1979860,SB418,Generally revise laws relating to home based businesses,2025-02-21,2,2025 Regular Session,https://legiscan.com/MT/bill/1979860
MT,1979907,SB420,Limit local government fees for children's use of parks,2025-02-21,6,2025 Regular Session,https://legiscan.com/MT/bill/1979907
MT,1977381,SB387,Generally revise electric bicycle laws,2025-02-20,6,2025 Regular Session,https://legiscan.com/MT/bill/1977381
IA,1977021,SSB1166,"A bill for an act relating to applications for permits to construct electric transmission lines, pipelines and underground storage facilities, and hazardous liquid pipelines, making penalties applicable, providing fees, and including effective date and applicability provisions.",2025-02-20,1,91st General Assembly,https://legiscan.com/IA/bill/1977021
IA,1977239,HF548,"A bill for an act relating to the recycling of battery electric motor vehicles and plug-in hybrid electric motor vehicles, and making penalties applicable.(Formerly HSB 135.)",2025-02-20,2,91st General Assembly,https://legiscan.com/IA/bill/1977239
AR,1977731,SB267,To Repeal The Arkansas Alternative Motor Fuel Development Act; And To Repeal The Alternative Motor Fuel Development Fund.,2025-02-20,4,95th General Assembly (2025 Regular),https://legiscan.com/AR/bill/1977731
IA,1977434,SF396,"A bill for an act relating to statutory corrections which may adjust language to reflect current practices, insert earlier omissions, delete redundancies and inaccuracies, resolve inconsistencies and conflicts, remove ambiguities, and provide for Code editor directives.(Formerly SSB 1126.)",2025-02-20,1,91st General Assembly,https://legiscan.com/IA/bill/1977434
MT,1977277,SB380,Generally revise laws related to motor vehicle laws,2025-02-20,4,2025 Regular Session,https://legiscan.com/MT/bill/1977277
MO,1977636,HB1402,Modifies definitions to expand the types of facilities eligible for a certain sales tax exemption,2025-02-20,1,2025 Regular Session,https://legiscan.com/MO/bill/1977636
TX,1977439,SB1478,Relating to the removal of certain power facilities operated on leased property.,2025-02-20,1,89th Legislature Regular Session,https://legiscan.com/TX/bill/1977439
MN,1977395,HF1277,Data centers sales and use tax exemption modified.,2025-02-20,1,94th Legislature 2025-2026,https://legiscan.com/MN/bill/1977395
MT,1976849,HB604,Prohibit guaranteed income programs,2025-02-20,6,2025 Regular Session,https://legiscan.com/MT/bill/1976849
MN,1974685,HF1109,Data centers prohibited in certain districts.,2025-02-19,1,94th Legislature 2025-2026,https://legiscan.com/MN/bill/1974685
IA,1975533,HSB214,A bill for an act prohibiting state and local regulations on fuel-powered equipment based on the equipment's fuel source.(See HF 860.),2025-02-19,1,91st General Assembly,https://legiscan.com/IA/bill/1975533
IA,1975389,SF373,"A bill for an act relating to rate-regulated public utilities, including rate proceedings, automatic adjustments, ratemaking principles, and integrated resource plans.",2025-02-19,1,91st General Assembly,https://legiscan.com/IA/bill/1975389
KY,1975901,HB802,AN ACT relating to an individual income tax credit for tolls.,2025-02-19,1,2025 Regular Session,https://legiscan.com/KY/bill/1975901
MN,1975089,HF1200,Cooperative electric associations exempted from clean and renewable energy standards.,2025-02-19,1,94th Legislature 2025-2026,https://legiscan.com/MN/bill/1975089
IA,1975363,SF376,A bill for an act relating to the siting and operation of renewable electric power generating facilities.,2025-02-19,1,91st General Assembly,https://legiscan.com/IA/bill/1975363
KY,1975706,HB696,AN ACT relating to motorboats.,2025-02-19,1,2025 Regular Session,https://legiscan.com/KY/bill/1975706
MT,1976013,HB587,Revise mine reclamation laws,2025-02-19,4,2025 Regular Session,https://legiscan.com/MT/bill/1976013
MT,1976223,HB594,Clarify prohibition on power of local government to require additional licensing or permitting,2025-02-19,6,2025 Regular Session,https://legiscan.com/MT/bill/1976223
KY,1976199,HB775,AN ACT relating to fiscal matters.,2025-02-19,4,2025 Regular Session,https://legiscan.com/KY/bill/1976199
MT,1975712,HB588,Defining and regulating motorized scooters,2025-02-19,4,2025 Regular Session,https://legiscan.com/MT/bill/1975712
KY,1976138,HB790,AN ACT relating to solar merchant electric generating facilities.,2025-02-19,2,2025 Regular Session,https://legiscan.com/KY/bill/1976138
KY,1974298,HB642,AN ACT relating to the taxation of breast pumps and related supplies.,2025-02-18,1,2025 Regular Session,https://legiscan.com/KY/bill/1974298
WI,1974122,AB50,"State finances and appropriations, constituting the executive budget act of the 2025 legislature. (FE)",2025-02-18,1,2025-2026 Regular Session,https://legiscan.com/WI/bill/1974122
KY,1974379,HB610,AN ACT relating to revenue.,2025-02-18,1,2025 Regular Session,https://legiscan.com/KY/bill/1974379
IA,1973067,HF444,A bill for an act relating to property assessment and property taxation by creating a recreational class of real property for golf courses.,2025-02-18,1,91st General Assembly,https://legiscan.com/IA/bill/1973067
IA,1974044,SSB1156,"A bill for an act relating to the administration of the tax by the department of revenue by modifying provisions related to personal income, property, sales and use, motor fuel, and inheritance taxes, changing tax expenditure reviews, and including effective date and retroactive applicability provisions.(See SF 614.)",2025-02-18,1,91st General Assembly,https://legiscan.com/IA/bill/1974044
MT,1973585,HB545,Revise laws related to missing and murdered indigenous persons,2025-02-18,4,2025 Regular Session,https://legiscan.com/MT/bill/1973585
AR,1973810,HB1525,To Amend The Law Concerning Real Property; And To Address Agricultural Impact Remediation Agreements.,2025-02-18,4,95th General Assembly (2025 Regular),https://legiscan.com/AR/bill/1973810
WI,1974279,SB45,"State finances and appropriations, constituting the executive budget act of the 2025 legislature. (FE)",2025-02-18,4,2025-2026 Regular Session,https://legiscan.com/WI/bill/1974279
KY,1974269,SB25,AN ACT relating to oversight of government operations and declaring an emergency.,2025-02-18,4,2025 Regular Session,https://legiscan.com/KY/bill/1974269
MT,1974042,HJ17,Resolution regarding energy,2025-02-18,4,2025 Regular Session,https://legiscan.com/MT/bill/1974042
KY,1974375,HB630,AN ACT relating to eminent domain.,2025-02-18,1,2025 Regular Session,https://legiscan.com/KY/bill/1974375
KY,1974342,HB650,AN ACT relating to the Kentucky Tax Tribunal.,2025-02-18,1,2025 Regular Session,https://legiscan.com/KY/bill/1974342
MN,1971273,SF1436,Electric utility definition modification for the purposes of certain renewable energy standards provision,2025-02-17,1,94th Legislature 2025-2026,https://legiscan.com/MN/bill/1971273
MO,1972090,HB1322,Establishes provisions for community solar gardens,2025-02-17,1,2025 Regular Session,https://legiscan.com/MO/bill/1972090
MN,1971531,SF1432,Biomass definition modification provision,2025-02-17,1,94th Legislature 2025-2026,https://legiscan.com/MN/bill/1971531
MS,1972813,SB3062,"Broadband Technology Development Act; revise equipment definition, and increase speed requirement for AV tax exemption.",2025-02-17,6,2025 Regular Session,https://legiscan.com/MS/bill/1972813
AR,1972611,HB1512,To Create The Arkansas Access Act; And To Amend Various Provisions Of The Arkansas Code As They Relate To Education In The State Of Arkansas.,2025-02-17,4,95th General Assembly (2025 Regular),https://legiscan.com/AR/bill/1972611
WI,1972625,AJR6,"Recognizing that the Wisconsin State Legislature supports nuclear power and fusion energy as clean energy sources that are critical to safely meeting Wisconsin’s growing energy demands and declaring the legislature’s commitment to the continuation and expansion of nuclear power and nuclear technologies, the development of nuclear technologies and fusion energy, and employing the leadership and resources necessary to support the development of and investment in nuclear power, fusion energy, and related technologies in the state.",2025-02-17,1,2025-2026 Regular Session,https://legiscan.com/WI/bill/1972625
AR,1972479,HB1508,"To Recodify Title 19 Of The Arkansas Code Concerning Public Finance; And To Amend Laws Resulting From Initiated Acts 2000, No. 1; And To Make Conforming Changes To The Arkansas Code.",2025-02-17,4,95th General Assembly (2025 Regular),https://legiscan.com/AR/bill/1972479
IA,1972600,HSB185,"A bill for an act related to using electric transmission and distribution easements held by electric cooperatives for broadband service, and including effective date provisions.",2025-02-17,1,91st General Assembly,https://legiscan.com/IA/bill/1972600
WI,1972712,AB45,Ratification of the Dietitian Licensure Compact. (FE),2025-02-17,4,2025-2026 Regular Session,https://legiscan.com/WI/bill/1972712
AR,1972374,SB245,An Act For The Institutions Of Higher Education Capital Improvement Appropriation.,2025-02-17,4,95th General Assembly (2025 Regular),https://legiscan.com/AR/bill/1972374
MT,1971367,SB329,Require employers to use e-verify for employment eligibility,2025-02-14,6,2025 Regular Session,https://legiscan.com/MT/bill/1971367
KY,1971424,SB171,AN ACT relating to eminent domain.,2025-02-14,1,2025 Regular Session,https://legiscan.com/KY/bill/1971424
KY,1971228,HB559,AN ACT relating to a tax credit for renters.,2025-02-14,1,2025 Regular Session,https://legiscan.com/KY/bill/1971228
KY,1971070,HB583,AN ACT relating to housing and making an appropriation therefor.,2025-02-14,1,2025 Regular Session,https://legiscan.com/KY/bill/1971070
KY,1971089,HB590,AN ACT relating to an apprenticeship tax credit.,2025-02-14,1,2025 Regular Session,https://legiscan.com/KY/bill/1971089
KY,1971248,HB575,AN ACT relating to a deduction for union dues.,2025-02-14,1,2025 Regular Session,https://legiscan.com/KY/bill/1971248
KY,1971281,HB565,AN ACT relating to state benefits for veterans.,2025-02-14,1,2025 Regular Session,https://legiscan.com/KY/bill/1971281
KY,1971314,SB179,"AN ACT relating to nuclear energy development, making an appropriation therefor, and declaring an emergency.",2025-02-14,4,2025 Regular Session,https://legiscan.com/KY/bill/1971314
IA,1968752,HF370,"A bill for an act establishing a solar installation tax credit available against the individual and corporate income taxes, the moneys and credits tax, and the franchise tax, and including effective date and retroactive applicability provisions.",2025-02-13,1,91st General Assembly,https://legiscan.com/IA/bill/1968752
IA,1968398,HF381,"A bill for an act relating to statutory corrections which may adjust language to reflect current practices, insert earlier omissions, delete redundancies and inaccuracies, resolve inconsistencies and conflicts, remove ambiguities, and provide for Code editor directives. (Formerly HSB 115.) Effective date: 07/01/2025.",2025-02-13,4,91st General Assembly,https://legiscan.com/IA/bill/1968398
WI,1970309,AB25,"An incumbent transmission facility owner’s right to construct, own, and maintain certain transmission facilities and Public Service Commission procedures if the transmission facility is a regionally cost-shared transmission line.",2025-02-13,1,2025-2026 Regular Session,https://legiscan.com/WI/bill/1970309
IA,1969706,SF307,"A bill for an act relating to matters under the purview of the department of management, making appropriations, and including applicability provisions.(Formerly SSB 1083; See SF 630.)",2025-02-13,1,91st General Assembly,https://legiscan.com/IA/bill/1969706
IA,1969267,SSB1126,"A bill for an act relating to statutory corrections which may adjust language to reflect current practices, insert earlier omissions, delete redundancies and inaccuracies, resolve inconsistencies and conflicts, remove ambiguities, and provide for Code editor directives.(See SF 396.)",2025-02-13,1,91st General Assembly,https://legiscan.com/IA/bill/1969267
KY,1970177,HB519,AN ACT relating to the retirement of fossil fuel-fired electric generating units.,2025-02-13,1,2025 Regular Session,https://legiscan.com/KY/bill/1970177
MN,1969423,HF369,"Requirement for electric utilities to meet the renewable energy, solar, or carbon-free standard delayed under certain conditions; and demolition of fossil-fuel-powered electric generating plants prohibited under certain conditions.",2025-02-13,1,94th Legislature 2025-2026,https://legiscan.com/MN/bill/1969423
IA,1969228,HF404,A bill for an act relating to solar energy by establishing a community solar facility program.(Formerly HSB 81.),2025-02-13,1,91st General Assembly,https://legiscan.com/IA/bill/1969228
MN,1967907,SF1393,Data center energy generation redundancy establishment,2025-02-13,1,94th Legislature 2025-2026,https://legiscan.com/MN/bill/1967907
WI,1967564,SB28,"An incumbent transmission facility owner’s right to construct, own, and maintain certain transmission facilities and Public Service Commission procedures if the transmission facility is a regionally cost-shared transmission line.",2025-02-12,1,2025-2026 Regular Session,https://legiscan.com/WI/bill/1967564
IA,1966441,SSB1113,"A bill for an act relating to electric transmission lines approved by federally registered planning authority transmission plans including right of first refusal and land restoration requirements, and including effective date and applicability provisions.",2025-02-12,1,91st General Assembly,https://legiscan.com/IA/bill/1966441
AR,1967617,HB1467,To Amend The Uniform Money Services Act.,2025-02-12,4,95th General Assembly (2025 Regular),https://legiscan.com/AR/bill/1967617
MT,1965608,SB301,Generally revise utility lines and facilities laws,2025-02-11,4,2025 Regular Session,https://legiscan.com/MT/bill/1965608
MT,1965355,HJ16,Resolution on renewable energy,2025-02-11,6,2025 Regular Session,https://legiscan.com/MT/bill/1965355
IA,1965321,SSB1112,"A bill for an act relating to energy systems by modifying electric power generation, energy storage, and transmission facility ratemaking principles, creating tariffs for public utility innovation programs, implementing land restoration standards, including right of first refusal, modifying the energy infrastructure revolving loan program, and creating regulations for anaerobic digester systems, making appropriations, providing penalties, and including effective date and applicability provisions.(See SF 585.)",2025-02-11,1,91st General Assembly,https://legiscan.com/IA/bill/1965321
MI,1964889,SB0071,Highways: bridges; Mackinac Bridge; designate as a key facility. Amends sec. 552c of 1931 PA 328 (MCL 750.552c).,2025-02-11,2,103rd Legislature,https://legiscan.com/MI/bill/1964889
IA,1965388,SF267,A bill for an act relating to solar energy by establishing a shared solar net metering cooperative program.,2025-02-11,1,91st General Assembly,https://legiscan.com/IA/bill/1965388
MN,1937579,HF249,Carbon-free definition amended.,2025-02-10,1,94th Legislature 2025-2026,https://legiscan.com/MN/bill/1937579
MT,1963552,HJ15,Resolution supporting increased transmission capacity in Montana,2025-02-10,4,2025 Regular Session,https://legiscan.com/MT/bill/1963552
MT,1963545,SJ12,Interim study on energy transmission,2025-02-10,4,2025 Regular Session,https://legiscan.com/MT/bill/1963545
MN,1934081,HF75,Hydroelectric capacity that qualifies as an eligible energy technology under the renewable energy standard modified.,2025-02-10,1,94th Legislature 2025-2026,https://legiscan.com/MN/bill/1934081
MN,1934261,HF28,Data center energy generation redundancy provided.,2025-02-10,1,94th Legislature 2025-2026,https://legiscan.com/MN/bill/1934261
MN,1937822,HF251,Hydroelectric generated energy of any capacity allowed to be considered an eligible energy technology.,2025-02-10,1,94th Legislature 2025-2026,https://legiscan.com/MN/bill/1937822
AR,1963697,HB1444,To Amend The Sales And Use Tax Exemption For Data Centers.,2025-02-10,4,95th General Assembly (2025 Regular),https://legiscan.com/AR/bill/1963697
IL,1962204,SB2289,UTILITIES-ENERGY CREDITS/CHP,2025-02-07,1,104th General Assembly,https://legiscan.com/IL/bill/1962204
IL,1962835,SB2473,UTIL-TIME-OF-USE PRICING,2025-02-07,1,104th General Assembly,https://legiscan.com/IL/bill/1962835
IL,1963007,HB3779,UTIL-TIME-OF-USE PRICING,2025-02-07,1,104th General Assembly,https://legiscan.com/IL/bill/1963007
IL,1961689,HB3399,GEOTHERMAL HOMES AND BUSINESS,2025-02-07,2,104th General Assembly,https://legiscan.com/IL/bill/1961689
TX,1962480,SB1172,Relating to exempting certain transactions from regulation by the Texas Real Estate Commission.,2025-02-07,4,89th Legislature Regular Session,https://legiscan.com/TX/bill/1962480
IL,1962986,SB2394,FIRST 2025 GENERAL REVISORY,2025-02-07,4,104th General Assembly,https://legiscan.com/IL/bill/1962986
IL,1962103,SB2146,IL TRANSMISSION PROJECTS ACT,2025-02-07,1,104th General Assembly,https://legiscan.com/IL/bill/1962103
IL,1961839,SB2269,UTIL-2050 HEAT DECARBONIZATION,2025-02-07,1,104th General Assembly,https://legiscan.com/IL/bill/1961839
IL,1961980,HB3499,NET ELECTRICITY METERING,2025-02-07,2,104th General Assembly,https://legiscan.com/IL/bill/1961980
IL,1962886,HB3758,ENERGY-VARIOUS,2025-02-07,1,104th General Assembly,https://legiscan.com/IL/bill/1962886
IL,1962262,HB3563,WIND & SOLAR FACILITY DRAINAGE,2025-02-07,1,104th General Assembly,https://legiscan.com/IL/bill/1962262
IL,1961605,HB3464,RUST BELT TO GREEN BELT PILOT,2025-02-07,1,104th General Assembly,https://legiscan.com/IL/bill/1961605
IL,1963132,SB2497,ENERGY-VARIOUS,2025-02-07,1,104th General Assembly,https://legiscan.com/IL/bill/1963132
IL,1962426,HB3650,UTIL-2050 HEAT DECARBONIZATION,2025-02-07,2,104th General Assembly,https://legiscan.com/IL/bill/1962426
MT,1961755,HB424,Revise taxes for class 17 data center property,2025-02-07,4,2025 Regular Session,https://legiscan.com/MT/bill/1961755
IL,1962304,HB3525,UTIL-2050 HEAT DECARBONIZATION,2025-02-07,1,104th General Assembly,https://legiscan.com/IL/bill/1962304
IL,1963120,SB2310,NET ELECTRICITY METERING,2025-02-07,1,104th General Assembly,https://legiscan.com/IL/bill/1963120
IL,1960245,HB3120,EPA-LARGE GHG EMITTING UNIT,2025-02-06,1,104th General Assembly,https://legiscan.com/IL/bill/1960245
IL,1960809,HB3258,POW AG-DIVERSITY REQUIREMENTS,2025-02-06,1,104th General Assembly,https://legiscan.com/IL/bill/1960809
IL,1960851,HB3231,UTILITIES-ENERGY CREDITS/CHP,2025-02-06,1,104th General Assembly,https://legiscan.com/IL/bill/1960851
KY,1960546,HCR22,A CONCURRENT RESOLUTION declaring that nuclear power generation is a clean and dispatchable means of providing baseload electricity to the residents and businesses of the Commonwealth.,2025-02-06,4,2025 Regular Session,https://legiscan.com/KY/bill/1960546
MN,1924004,HF9,"Hydroelectric capacity that qualifies as an eligible energy technology under the renewable energy standard modified; electric utility requirements relating to energy, solar, or carbon-free standards delayed under certain conditions; and sales tax exemption for residential heating fuels and electricity expanded.",2025-02-06,1,94th Legislature 2025-2026,https://legiscan.com/MN/bill/1924004
KY,1960901,HB383,AN ACT relating to an accessible home income tax credit.,2025-02-06,1,2025 Regular Session,https://legiscan.com/KY/bill/1960901
IL,1960283,SB1816,RENEWABLE ENERGY PROCUREMENT,2025-02-06,1,104th General Assembly,https://legiscan.com/IL/bill/1960283
IL,1961097,HB3322,MUNI CD/CTY CD-SOLAR RIGHTS,2025-02-06,1,104th General Assembly,https://legiscan.com/IL/bill/1961097
KY,1960311,HB378,AN ACT relating to a tax credit for qualified home modifications.,2025-02-06,1,2025 Regular Session,https://legiscan.com/KY/bill/1960311
IA,1958700,HSB135,"A bill for an act relating to the recycling of battery electric motor vehicles and plug-in hybrid electric motor vehicles, and making penalties applicable.(See HF 548.)",2025-02-06,1,91st General Assembly,https://legiscan.com/IA/bill/1958700
WI,1958669,AB7,Requiring local approval for certain wind and solar projects before Public Service Commission approval.,2025-02-06,1,2025-2026 Regular Session,https://legiscan.com/WI/bill/1958669
IL,1959644,HB3131,IL TRANSMISSION PROJECTS ACT,2025-02-06,1,104th General Assembly,https://legiscan.com/IL/bill/1959644
KY,1957654,HB363,AN ACT relating to a deduction for union dues.,2025-02-05,6,2025 Regular Session,https://legiscan.com/KY/bill/1957654
KY,1958137,HB361,AN ACT relating to the employer student loan repayment credit.,2025-02-05,1,2025 Regular Session,https://legiscan.com/KY/bill/1958137
KY,1957919,HB364,AN ACT relating to the home installation credit.,2025-02-05,1,2025 Regular Session,https://legiscan.com/KY/bill/1957919
SD,1956165,HB1231,"Repeal the board of barber examiners and cosmetology commission, and to create the cosmetology and barbering board, to provide a penalty, and to make an appropriation therefor.",2025-02-05,1,2025 Regular Session,https://legiscan.com/SD/bill/1956165
SD,1955885,HB1228,Require an environmental impact statement from applicants seeking a carbon dioxide transmission facility permit from the Public Utilities Commission of the State of South Dakota.,2025-02-05,1,2025 Regular Session,https://legiscan.com/SD/bill/1955885
SD,1956566,HB1238,Establish protections for a veteran seeking assistance in a veterans' benefit matter.,2025-02-05,4,2025 Regular Session,https://legiscan.com/SD/bill/1956566
IA,1956443,HSB123,"A bill for an act relating to energy systems by modifying electric power generation, energy storage, and transmission facility ratemaking principles, creating tariffs for public utility innovation programs, implementing land restoration standards, including right of first refusal, modifying the energy infrastructure revolving loan program, and creating regulations for anaerobic digester systems, making appropriations, providing penalties, and including effective date and applicability provisions.(See HF 834.)",2025-02-05,1,91st General Assembly,https://legiscan.com/IA/bill/1956443
IL,1957113,SB1648,ENTERPRISE ZONE-SOLAR & WIND,2025-02-05,1,104th General Assembly,https://legiscan.com/IL/bill/1957113
IL,1958183,HB2902,UTIL-BOARD ELECT PLANNING,2025-02-05,1,104th General Assembly,https://legiscan.com/IL/bill/1958183
IL,1957178,SB1680,TRANSPORTATION-GREENHOUSE GAS,2025-02-05,1,104th General Assembly,https://legiscan.com/IL/bill/1957178
IL,1957054,HB2810,AGRICULTURE IMPACT MITIGATION,2025-02-05,1,104th General Assembly,https://legiscan.com/IL/bill/1957054
SD,1956174,HB1251,Establish the minimum compensation for an easement obtained through the exercise of eminent domain for a project affecting multiple landowners.,2025-02-05,1,2025 Regular Session,https://legiscan.com/SD/bill/1956174
IL,1956359,HB2755,REVENUE-VARIOUS,2025-02-05,4,104th General Assembly,https://legiscan.com/IL/bill/1956359
AR,1957125,HB1409,To Amend The Law Regarding Energy; And To Create The Electric Reliability Act.,2025-02-05,6,95th General Assembly (2025 Regular),https://legiscan.com/AR/bill/1957125
SD,1956694,HB1260,Require that birth certificates and certain official documents reflect biological sex.,2025-02-05,1,2025 Regular Session,https://legiscan.com/SD/bill/1956694
SD,1956840,HB1258,"Subject lithium mining operations to certain provisions regarding permitting, annual reporting, disturbed land limitations, and mined land reclamation.",2025-02-05,1,2025 Regular Session,https://legiscan.com/SD/bill/1956840
SD,1956369,HB1249,"Protect landowners from the use of deception, fraud, harassment, intimidation, misrepresentation, or threat, in acquiring easements or easement options.",2025-02-05,2,2025 Regular Session,https://legiscan.com/SD/bill/1956369
SD,1956387,SB211,Revise and clarify notice and hearing procedures of the Public Utilities Commission.,2025-02-05,1,2025 Regular Session,https://legiscan.com/SD/bill/1956387
KY,1957620,SB108,AN ACT relating to solar energy.,2025-02-05,1,2025 Regular Session,https://legiscan.com/KY/bill/1957620
WI,1956521,SJR7,"Recognizing that the Wisconsin State Legislature supports nuclear power and fusion energy as clean energy sources that are critical to safely meeting Wisconsin’s growing energy demands and declaring the legislature’s commitment to the continuation and expansion of nuclear power and nuclear technologies, the development of nuclear technologies and fusion energy, and employing the leadership and resources necessary to support the development of and investment in nuclear power, fusion energy, and related technologies in the state.",2025-02-05,4,2025-2026 Regular Session,https://legiscan.com/WI/bill/1956521
IL,1954612,SB1633,USE/OCC TX-SOLAR PANELS,2025-02-04,1,104th General Assembly,https://legiscan.com/IL/bill/1954612
IL,1954488,HB2629,TRANSPORTATION-GREENHOUSE GAS,2025-02-04,1,104th General Assembly,https://legiscan.com/IL/bill/1954488
SD,1953696,HB1217,Require customer consent for installation of a smart meter for a utility service.,2025-02-04,1,2025 Regular Session,https://legiscan.com/SD/bill/1953696
IL,1954093,HB2633,REPEAL-ENERGY ACT,2025-02-04,1,104th General Assembly,https://legiscan.com/IL/bill/1954093
AR,1955283,SB196,An Act For The Institutions Of Higher Education Reappropriation.,2025-02-04,4,95th General Assembly (2025 Regular),https://legiscan.com/AR/bill/1955283
KY,1955201,HB226,AN ACT relating to an eligible caregiver tax credit.,2025-02-04,1,2025 Regular Session,https://legiscan.com/KY/bill/1955201
KY,1955187,SB78,AN ACT relating to a sales and use tax exemption for diapers.,2025-02-04,1,2025 Regular Session,https://legiscan.com/KY/bill/1955187
KY,1955100,HB282,AN ACT relating to a sales and use tax exemption for diapers.,2025-02-04,1,2025 Regular Session,https://legiscan.com/KY/bill/1955100
KY,1955107,HB231,AN ACT relating to menstrual discharge collection devices and making an appropriation therefor.,2025-02-04,1,2025 Regular Session,https://legiscan.com/KY/bill/1955107
KY,1955368,HB281,AN ACT relating to sales and use tax exemptions for firearm-related items.,2025-02-04,1,2025 Regular Session,https://legiscan.com/KY/bill/1955368
KY,1955048,SB89,AN ACT relating to environmental protection and declaring an emergency.,2025-02-04,4,2025 Regular Session,https://legiscan.com/KY/bill/1955048
KY,1955072,HB214,AN ACT relating to a firearm safety course credit.,2025-02-04,1,2025 Regular Session,https://legiscan.com/KY/bill/1955072
KY,1955096,HB296,AN ACT relating to a tax credit for alternative jet fuel.,2025-02-04,1,2025 Regular Session,https://legiscan.com/KY/bill/1955096
KY,1955079,HB243,AN ACT relating to review of financial incentives.,2025-02-04,1,2025 Regular Session,https://legiscan.com/KY/bill/1955079
KY,1955332,HB311,AN ACT relating to the promotion of organ and bone marrow donation.,2025-02-04,1,2025 Regular Session,https://legiscan.com/KY/bill/1955332
KY,1955424,HB247,AN ACT relating to sales and use taxes.,2025-02-04,1,2025 Regular Session,https://legiscan.com/KY/bill/1955424
IL,1952194,HB2488,OCCUPATIONAL SAFETY-PENALTY,2025-02-03,4,104th General Assembly,https://legiscan.com/IL/bill/1952194
SD,1948031,HB1202,Permit the state to invest in Bitcoin.,2025-02-03,1,2025 Regular Session,https://legiscan.com/SD/bill/1948031
MO,1952306,SB671,Modifies provisions relating to tax incentives for certain hygiene products,2025-02-03,1,2025 Regular Session,https://legiscan.com/MO/bill/1952306
IA,1951462,HSB118,A bill for an act authorizing manufacturers of battery electric motor vehicles to be licensed as motor vehicle dealers.,2025-02-03,1,91st General Assembly,https://legiscan.com/IA/bill/1951462
SD,1951404,SB189,"Appropriate money for the ordinary expenses of the legislative, judicial, and executive departments of the state, the current expenses of state institutions, interest on the public debt, and for common schools.",2025-02-03,1,2025 Regular Session,https://legiscan.com/SD/bill/1951404
IA,1951410,HSB115,"A bill for an act relating to statutory corrections which may adjust language to reflect current practices, insert earlier omissions, delete redundancies and inaccuracies, resolve inconsistencies and conflicts, remove ambiguities, and provide for Code editor directives.(See HF 381.)",2025-02-03,1,91st General Assembly,https://legiscan.com/IA/bill/1951410
AR,1950375,HB1361,To Make Technical Corrections To Title 23 Of The Arkansas Code Concerning Public Utilities And Regulated Industries.,2025-01-31,4,95th General Assembly (2025 Regular),https://legiscan.com/AR/bill/1950375
IL,1950309,SB1442,RUST BELT TO GREEN BELT PILOT,2025-01-31,1,104th General Assembly,https://legiscan.com/IL/bill/1950309
MT,1951058,SB254,Prohibit direct or indirect expenditure of public money to hire lobbyist,2025-01-31,6,2025 Regular Session,https://legiscan.com/MT/bill/1951058
SD,1947995,SB177,Provide a sales and use tax refund for goods and services related to data center operations.,2025-01-30,1,2025 Regular Session,https://legiscan.com/SD/bill/1947995
SD,1947541,SB134,Provide limitations on liability and damages caused by a wildfire.,2025-01-30,1,2025 Regular Session,https://legiscan.com/SD/bill/1947541
ND,1947898,HCR3015,A concurrent resolution urging the Southwest Power Pool and Midcontinent Independent System Operator to promptly and decisively act to maintain the reliability of the bulk power system by addressing market failures that have allowed capacity retirements to outpace replacement.,2025-01-30,4,69th Legislative Assembly,https://legiscan.com/ND/bill/1947898
